0.0020000000	441.54081	11.674701
0.0020090236	418.74216	9.4434015
0.0020180878	411.88053	9.0585800
0.0020271930	403.16762	7.6980500
0.0020363393	406.17922	7.2686843
0.0020455268	420.02356	6.4849478
0.0020547557	414.84949	5.9515941
0.0020640263	405.11074	5.2888823
0.0020733388	387.74909	4.9481152
0.0020826932	379.29099	4.4356157
0.0020920899	378.48838	4.0872562
0.0021015289	379.54423	3.9053552
0.0021110106	379.01294	3.7452516
0.0021205350	380.03900	3.6776475
0.0021301024	378.82968	3.5409098
0.0021397129	377.45288	3.4334349
0.0021493668	372.82134	3.1889177
0.0021590643	368.92821	3.0864989
0.0021688055	367.33564	3.0320877
0.0021785907	362.60873	2.8781697
0.0021884200	360.85878	2.8372217
0.0021982937	365.68610	2.7419826
0.0022082119	366.94130	2.7272839
0.0022181749	361.86527	2.5111398
0.0022281828	354.99881	2.4457718
0.0022382359	353.13795	2.4366796
0.0022483343	348.74298	2.3927092
0.0022584783	345.30410	2.3637797
0.0022686680	344.27912	2.3050782
0.0022789038	344.55906	2.2377025
0.0022891857	342.11866	2.2177649
0.0022995140	340.52824	2.1781214
0.0023098889	337.59428	2.1290147
0.0023203106	336.58436	2.1153677
0.0023307793	336.63950	2.1076375
0.0023412953	335.17408	2.0909626
0.0023518587	334.63634	2.0527258
0.0023624698	331.88945	2.0135773
0.0023731287	324.80903	1.8985067
0.0023838358	316.60070	1.8549615
0.0023945911	311.20659	1.8587720
0.0024053950	308.13082	1.8243787
0.0024162476	305.35717	1.7995197
0.0024271492	304.56296	1.7529841
0.0024380999	303.28636	1.7576230
0.0024491001	302.70419	1.7635903
0.0024601499	302.81976	1.7547472
0.0024712496	301.43797	1.7425377
0.0024823993	296.51737	1.7089884
0.0024935993	293.99158	1.6959612
0.0025048499	293.97624	1.6855536
0.0025161512	289.78188	1.6403079
0.0025275036	281.97319	1.5753525
0.0025389071	275.44617	1.5598327
0.0025503621	273.31909	1.5532596
0.0025618688	270.70342	1.5190503
0.0025734273	268.18934	1.5348814
0.0025850381	269.30307	1.4714837
0.0025967012	265.88441	1.4669981
0.0026084170	264.12446	1.4510424
0.0026201856	259.72012	1.4297760
0.0026320073	258.56498	1.3960381
0.0026438823	258.06065	1.3735718
0.0026558109	254.43772	1.3548585
0.0026677933	252.59999	1.3405105
0.0026798298	248.87056	1.2871712
0.0026919206	243.55292	1.2777439
0.0027040660	239.73225	1.2563471
0.0027162662	238.07002	1.2421318
0.0027285213	237.33612	1.2134981
0.0027408318	236.46606	1.1897441
0.0027531979	232.81472	1.1810605
0.0027656197	230.97709	1.1540158
0.0027780976	228.14830	1.1406604
0.0027906317	226.82748	1.1368328
0.0028032224	225.13261	1.1233722
0.0028158700	222.64819	1.1200576
0.0028285746	219.30849	1.0982094
0.0028413365	214.59158	1.0798205
0.0028541559	210.25564	1.0669508
0.0028670333	207.69414	1.0543530
0.0028799687	205.24881	1.0448549
0.0028929625	203.13662	1.0212495
0.0029060149	199.60765	1.0110164
0.0029191262	195.98187	1.0042575
0.0029322966	192.98734	1.0023966
0.0029455265	190.89618	0.99811221
0.0029588161	188.16290	0.98742600
0.0029721656	185.40897	0.97919027
0.0029855754	181.03519	0.96822475
0.0029990456	176.57439	0.94794994
0.0030125767	174.94542	0.93963487
0.0030261688	172.31188	0.93615312
0.0030398222	170.13132	0.91006702
0.0030535372	166.89761	0.90401002
0.0030673141	163.56676	0.88816826
0.0030811531	160.63002	0.89144871
0.0030950546	158.76543	0.88597519
0.0031090188	156.86446	0.87886937
0.0031230460	153.31488	0.87153464
0.0031371365	151.21429	0.86496748
0.0031512906	146.87814	0.83768857
0.0031655085	144.88156	0.82545951
0.0031797906	142.77284	0.82399720
0.0031941371	140.55873	0.80371738
0.0032085483	137.48619	0.79288713
0.0032230246	135.00722	0.79308786
0.0032375662	133.26722	0.78976278
0.0032521734	130.49535	0.78072576
0.0032668465	128.19660	0.78080199
0.0032815858	126.47016	0.77310269
0.0032963916	123.60048	0.75333779
0.0033112642	120.57117	0.73896445
0.0033262038	118.94480	0.73523786
