<X>                    <Y>
3.471536100000000e-02  3.112896575782753e-03
3.487198900000000e-02  4.401728457113138e-03
3.502932400000000e-02  5.552679628737824e-03
3.518736900000000e-02  6.480114431035591e-03
3.534612600000000e-02  7.114719972288346e-03
3.550560000000000e-02  7.409805677605741e-03
3.566579400000000e-02  7.345499990756767e-03
3.582671000000000e-02  6.930458169584139e-03
3.598835200000000e-02  6.200800995002245e-03
3.615072400000000e-02  5.216391018492460e-03
3.631382800000000e-02  4.054837355860619e-03
3.647766800000000e-02  2.803791204287616e-03
3.664224700000000e-02  1.552437723386371e-03
3.680756900000000e-02  3.830341295242663e-04
3.697363600000000e-02  -6.365161944316107e-04
3.714045300000000e-02  -1.458327537449475e-03
3.730802300000000e-02  -2.057707509993239e-03
3.747634800000000e-02  -2.433637365650463e-03
3.764543400000000e-02  -2.606510746248053e-03
3.781528100000000e-02  -2.613454781513595e-03
3.798589600000000e-02  -2.501927218620579e-03
3.815728000000000e-02  -2.322406725729435e-03
3.832943700000000e-02  -2.121171238035516e-03
3.850237100000000e-02  -1.934127328040480e-03
3.867608500000000e-02  -1.782517093671281e-03
3.885058300000000e-02  -1.671069564558890e-03
3.902586800000000e-02  -1.588839636897640e-03
3.920194500000000e-02  -1.512585117048721e-03
3.937881500000000e-02  -1.412180282405446e-03
3.955648400000000e-02  -1.257238887251574e-03
3.973495400000000e-02  -1.023950068572426e-03
3.991422900000000e-02  -7.010376002741640e-04
4.009431300000000e-02  -2.938814831064066e-04
4.027521000000000e-02  1.739329327854998e-04
4.045692300000000e-02  6.620028390848052e-04
4.063945600000000e-02  1.117380760980518e-03
4.082281200000000e-02  1.481208676924133e-03
4.100699600000000e-02  1.696843226402874e-03
4.119201000000000e-02  1.718289876523811e-03
4.137786000000000e-02  1.517709184154241e-03
4.156454700000000e-02  1.090800057430633e-03
4.175207700000000e-02  4.591356192774100e-04
4.194045400000000e-02  -3.310113732091467e-04
4.212968000000000e-02  -1.213352587996050e-03
4.231976000000000e-02  -2.109263755705730e-03
4.251069700000000e-02  -2.937363664476656e-03
4.270249600000000e-02  -3.623727688424712e-03
4.289516000000000e-02  -4.111184616677304e-03
4.308869400000000e-02  -4.366378993797420e-03
4.328310100000000e-02  -4.383480683732370e-03
4.347838400000000e-02  -4.184014638597537e-03
4.367454900000000e-02  -3.812808375927642e-03
4.387159900000000e-02  -3.330733138992165e-03
4.406953800000000e-02  -2.805377171132108e-03
4.426837000000000e-02  -2.301164973320935e-03
4.446809900000000e-02  -1.870511206682123e-03
4.466873000000000e-02  -1.547424742016367e-03
4.487026500000000e-02  -1.344564461914103e-03
4.507271000000000e-02  -1.254114037528242e-03
4.527606800000000e-02  -1.252218988555266e-03
4.548034400000000e-02  -1.306025540191308e-03
4.568554100000000e-02  -1.381930752986192e-03
4.589166400000000e-02  -1.453407607022245e-03
4.609871700000000e-02  -1.506850585591488e-03
4.630670500000000e-02  -1.544271604867140e-03
4.651563000000000e-02  -1.582286463059657e-03
4.672549900000000e-02  -1.647580156891145e-03
4.693631400000000e-02  -1.769757953327497e-03
4.714808000000000e-02  -1.973071153937591e-03
4.736080200000000e-02  -2.268781728781858e-03
4.757448300000000e-02  -2.649870356735244e-03
4.778912900000000e-02  -3.089394573143657e-03
4.800474300000000e-02  -3.543055875245092e-03
4.822133000000000e-02  -3.955745345024565e-03
4.843889400000000e-02  -4.270920998628744e-03
4.865744000000000e-02  -4.441077371088823e-03
4.887697100000000e-02  -4.437213597071507e-03
4.909749300000000e-02  -4.255335062170043e-03
4.931901100000000e-02  -3.918527327387412e-03
4.954152700000000e-02  -3.474020042900787e-03
4.976504800000000e-02  -2.985616403904046e-03
4.998957700000000e-02  -2.522920971335061e-03
5.021511900000000e-02  -2.149391479252282e-03
5.044167800000000e-02  -1.911631166836261e-03
5.066926000000000e-02  -1.832050500214885e-03
5.089786800000000e-02  -1.906379966590164e-03
5.112750800000000e-02  -2.106463674704805e-03
5.135818500000000e-02  -2.387642740434657e-03
5.158990100000000e-02  -2.699012904044225e-03
5.182266400000000e-02  -2.994244007157070e-03
5.205647600000000e-02  -3.240475329623111e-03
5.229134400000000e-02  -3.423370390481546e-03
5.252727100000000e-02  -3.547247423585097e-03
5.276426200000000e-02  -3.630493563702162e-03
5.300232300000000e-02  -3.697584127335973e-03
5.324145800000000e-02  -3.769918690053941e-03
5.348167100000000e-02  -3.857988520091855e-03
5.372296900000000e-02  -3.957061279589025e-03
5.396535500000000e-02  -4.047655492683080e-03
5.420883500000000e-02  -4.100815452566992e-03
5.445341300000000e-02  -4.086857451257955e-03
5.469909500000000e-02  -3.985255948882311e-03
5.494588500000000e-02  -3.792900796363706e-03
5.519378900000000e-02  -3.528261558545359e-03
5.544281100000000e-02  -3.229995385659993e-03
5.569295700000000e-02  -2.949961123194853e-03
5.594423200000000e-02  -2.742153653795123e-03
5.619664000000000e-02  -2.650237532426538e-03
5.645018700000000e-02  -2.696888131920898e-03
5.670487700000000e-02  -2.877807114491399e-03
5.696071700000000e-02  -3.162130649869700e-03
5.721771200000000e-02  -3.499284375726446e-03
5.747586500000000e-02  -3.830615101293009e-03
5.773518400000000e-02  -4.102812076926870e-03
5.799567200000000e-02  -4.279563501741247e-03
5.825733600000000e-02  -4.348433800587641e-03
5.852018000000000e-02  -4.321208037368992e-03
5.878421000000000e-02  -4.227864975309515e-03
5.904943200000000e-02  -4.106142428842802e-03
5.931585000000000e-02  -3.989942042670503e-03
5.958347000000000e-02  -3.900104552146077e-03
5.985229800000000e-02  -3.840310856048457e-03
6.012233800000000e-02  -3.799196289910094e-03
6.039359700000000e-02  -3.757744453417494e-03
6.066607900000000e-02  -3.699277161929352e-03
6.093979100000000e-02  -3.618446868005732e-03
6.121473800000000e-02  -3.525922109509450e-03
6.149092600000000e-02  -3.446855918293143e-03
6.176835900000000e-02  -3.413346573212454e-03
6.204704500000000e-02  -3.453229063285527e-03
6.232698700000000e-02  -3.578967561020370e-03
6.260819300000001e-02  -3.780609906813641e-03
6.289066700000000e-02  -4.025587133391589e-03
6.317441600000000e-02  -4.265957242977463e-03
6.345944500000000e-02  -4.451144244744210e-03
6.374576000000000e-02  -4.542274762397502e-03
6.403336699999999e-02  -4.523474959197214e-03
6.432227200000000e-02  -4.406362911349042e-03
6.461248000000000e-02  -4.226164882948303e-03
6.490399700000000e-02  -4.030695693960742e-03
6.519682900000000e-02  -3.865899498682869e-03
6.549098300000000e-02  -3.762834572730562e-03
6.578646400000000e-02  -3.730449926459433e-03
6.608327800000000e-02  -3.756377510741996e-03
6.638143100000000e-02  -3.815021503706997e-03
6.668093000000000e-02  -3.879522306916308e-03
6.698178000000000e-02  -3.932771771983342e-03
6.728398700000000e-02  -3.973121849139557e-03
6.758755700000001e-02  -4.012618023850790e-03
6.789249700000000e-02  -4.068691252793959e-03
6.819881300000000e-02  -4.153016535926312e-03
6.850651200000001e-02  -4.262552764657433e-03
6.881559800000001e-02  -4.377009942212094e-03
6.912607900000001e-02  -4.464392670186799e-03
6.943796000000001e-02  -4.492818490335233e-03
6.975124900000000e-02  -4.443978175412468e-03
7.006595100000000e-02  -4.322574524408228e-03
7.038207400000000e-02  -4.157430191309855e-03
7.069962200000000e-02  -3.993219999193970e-03
7.101860300000000e-02  -3.875645877674018e-03
7.133902400000000e-02  -3.835749913406416e-03
7.166089000000000e-02  -3.879585518850196e-03
7.198420799999999e-02  -3.987392683602097e-03
7.230898500000001e-02  -4.122501056316871e-03
7.263522700000000e-02  -4.246089338942244e-03
7.296294100000000e-02  -4.331480160903349e-03
7.329213399999999e-02  -4.371963488916615e-03
7.362281200000000e-02  -4.379161725010541e-03
7.395498200000000e-02  -4.373330066028485e-03
7.428865000000000e-02  -4.370721561080796e-03
7.462382400000001e-02  -4.374453867708736e-03
7.496051099999999e-02  -4.373503018354630e-03
7.529871600000000e-02  -4.350319829146189e-03
7.563844700000000e-02  -4.293085505972818e-03
7.597971100000001e-02  -4.206027040412107e-03
7.632251499999999e-02  -4.111897420450358e-03
7.666686600000000e-02  -4.044497619951536e-03
7.701276999999999e-02  -4.034202553189124e-03
7.736023400000000e-02  -4.093303103230964e-03
7.770926700000000e-02  -4.208538195150486e-03
7.805987400000000e-02  -4.344982118695839e-03
7.841206300000000e-02  -4.459965601734191e-03
7.876584100000000e-02  -4.520637493002337e-03
7.912121499999999e-02  -4.516818629231915e-03
7.947819300000000e-02  -4.463062380203287e-03
7.983678100000000e-02  -4.389292506862362e-03
8.019698700000000e-02  -4.325220248892930e-03
8.055881800000000e-02  -4.286845164905988e-03
8.092228200000000e-02  -4.271968408786335e-03
8.128738500000000e-02  -4.266480607004420e-03
8.165413600000000e-02  -4.257040507379015e-03
8.202254100000000e-02  -4.242117144763893e-03
8.239260900000001e-02  -4.234388821694476e-03
8.276434600000000e-02  -4.252719789902322e-03
8.313776100000000e-02  -4.308406805033746e-03
8.351285999999999e-02  -4.394266561536298e-03
8.388965200000000e-02  -4.483944245411598e-03
8.426814400000000e-02  -4.543011210765045e-03
8.464834300000000e-02  -4.546295056356284e-03
8.503025800000000e-02  -4.491713179380376e-03
8.541389600000000e-02  -4.402396159748484e-03
8.579926400000000e-02  -4.315441427906729e-03
8.618637200000000e-02  -4.263448109052784e-03
8.657522600000001e-02  -4.259304126955975e-03
8.696583400000001e-02  -4.292724761342825e-03
8.735820499999999e-02  -4.339863387882325e-03
8.775234599999999e-02  -4.379303533257762e-03
8.814826500000000e-02  -4.404013730584335e-03
8.854597100000000e-02  -4.421859505449142e-03
8.894547100000000e-02  -4.445154890771262e-03
8.934677300000000e-02  -4.477303570900550e-03
8.974988600000000e-02  -4.506668459863281e-03
9.015481800000000e-02  -4.512805406906702e-03
9.056157700000000e-02  -4.481330892118646e-03
9.097017000000000e-02  -4.417052909861068e-03
9.138060800000000e-02  -4.345421895021757e-03
9.179289700000000e-02  -4.299957795431489e-03
9.220704600000000e-02  -4.303052701124253e-03
9.262306400000000e-02  -4.352631574038324e-03
9.304095900000001e-02  -4.423678848422504e-03
9.346074000000000e-02  -4.483722516311110e-03
9.388241400000000e-02  -4.511838376020404e-03
9.430599100000001e-02  -4.508462267237006e-03
9.473147899999999e-02  -4.490080310621589e-03
9.515888600000000e-02  -4.473897695892575e-03
9.558822200000000e-02  -4.464713000168799e-03
9.601949500000000e-02  -4.454026383018101e-03
9.645271399999999e-02  -4.431437859560208e-03
9.688788800000001e-02  -4.398310241494782e-03
9.732502400000000e-02  -4.371508302389047e-03
9.776413400000000e-02  -4.372829001526523e-03
9.820522399999999e-02  -4.411608815406518e-03
9.864830400000001e-02  -4.474401692621898e-03
9.909338400000001e-02  -4.530981563289680e-03
9.954047100000001e-02  -4.553387548040105e-03
9.998957600000000e-02  -4.534152879495381e-03
1.004407100000000e-01  -4.489991893401693e-03
1.008938700000000e-01  -4.448415336857948e-03
1.013490800000000e-01  -4.428132493456584e-03
1.018063500000000e-01  -4.428710491192363e-03
1.022656800000000e-01  -4.436736077160703e-03
1.027270800000000e-01  -4.441592256339194e-03
1.031905600000000e-01  -4.445955870258677e-03
1.036561300000000e-01  -4.461387789004352e-03
1.041238100000000e-01  -4.493428407542815e-03
1.045935900000000e-01  -4.530871281445440e-03
1.050654900000000e-01  -4.550770404529433e-03
1.055395300000000e-01  -4.536433141736221e-03
1.060157000000000e-01  -4.492999074702225e-03
1.064940200000000e-01  -4.446076747035880e-03
1.069744900000000e-01  -4.423373300072597e-03
1.074571400000000e-01  -4.434502268075726e-03
1.079419600000000e-01  -4.466081294867925e-03
1.084289700000000e-01  -4.495554176882617e-03
1.089181800000000e-01  -4.510340512960565e-03
1.094096000000000e-01  -4.514741657666368e-03
1.099032300000000e-01  -4.519594462281290e-03
1.103990900000000e-01  -4.526832695017404e-03
1.108971800000000e-01  -4.525891690021056e-03
1.113975300000000e-01  -4.506244630281373e-03
1.119001300000000e-01  -4.472856377935051e-03
1.124050000000000e-01  -4.447083864569783e-03
1.129121400000000e-01  -4.449753797711930e-03
1.134215800000000e-01  -4.481881029972204e-03
1.139333100000000e-01  -4.522279326169638e-03
1.144473500000000e-01  -4.545298752402074e-03
1.149637100000000e-01  -4.541870493947043e-03
1.154824100000000e-01  -4.523801364398491e-03
1.160034400000000e-01  -4.508594614910969e-03
1.165268200000000e-01  -4.501983335048477e-03
1.170525600000000e-01  -4.496610100970148e-03
1.175806800000000e-01  -4.486467855766627e-03
1.181111800000000e-01  -4.478674172276964e-03
1.186440700000000e-01  -4.487320127093661e-03
1.191793600000000e-01  -4.515453282334204e-03
1.197170700000000e-01  -4.546490901885226e-03
1.202572100000000e-01  -4.557162375312672e-03
1.207997900000000e-01  -4.539788422026085e-03
1.213448100000000e-01  -4.509956807241985e-03
1.218922900000000e-01  -4.490929139450575e-03
1.224422400000000e-01  -4.491803466288477e-03
1.229946700000000e-01  -4.502928096761414e-03
1.235496000000000e-01  -4.511511071961660e-03
1.241070300000000e-01  -4.516959554544757e-03
1.246669700000000e-01  -4.527324955495620e-03
1.252294400000000e-01  -4.543018193112571e-03
1.257944500000000e-01  -4.550799288895294e-03
1.263620000000000e-01  -4.538159841945081e-03
1.269321200000000e-01  -4.511110339650240e-03
1.275048100000000e-01  -4.491803707961759e-03
1.280800900000000e-01  -4.496343831392546e-03
1.286579500000000e-01  -4.518324750361245e-03
1.292384300000000e-01  -4.537545931944325e-03
1.298215300000000e-01  -4.542567829844650e-03
1.304072500000000e-01  -4.539379736223020e-03
1.309956200000000e-01  -4.537681563214723e-03
1.315866400000000e-01  -4.535821552191207e-03
1.321803300000000e-01  -4.525728960223655e-03
1.327767000000000e-01  -4.509878199001630e-03
1.333757600000000e-01  -4.504014482705709e-03
1.339775200000000e-01  -4.518611624967334e-03
1.345820000000000e-01  -4.543124339219676e-03
1.351892100000000e-01  -4.555862102335592e-03
1.357991500000000e-01  -4.548355629311478e-03
1.364118500000000e-01  -4.532907308585586e-03
1.370273100000000e-01  -4.524704352720386e-03
1.376455400000000e-01  -4.524266758139391e-03
1.382665700000000e-01  -4.523410312692886e-03
1.388904000000000e-01  -4.522432679868433e-03
1.395170400000000e-01  -4.530296035258612e-03
1.401465100000000e-01  -4.547109159662468e-03
1.407788200000000e-01  -4.557545659749585e-03
1.414139900000000e-01  -4.548945497875348e-03
1.420520100000000e-01  -4.529522528634012e-03
1.426929200000000e-01  -4.519205205555273e-03
1.433367200000000e-01  -4.525030252603187e-03
1.439834200000000e-01  -4.535737307214872e-03
1.446330500000000e-01  -4.540950803918261e-03
1.452856000000000e-01  -4.543862892471829e-03
1.459411000000000e-01  -4.549415675601074e-03
1.465995500000000e-01  -4.550963841060360e-03
1.472609700000000e-01  -4.540342947106942e-03
1.479253800000000e-01  -4.525405911424796e-03
1.485927900000000e-01  -4.523485430610873e-03
1.492632100000000e-01  -4.537423590141825e-03
1.499366500000000e-01  -4.551164052271053e-03
1.506131300000000e-01  -4.552332803263831e-03
1.512926700000000e-01  -4.546580383296329e-03
1.519752600000000e-01  -4.543428660888920e-03
1.526609400000000e-01  -4.540726491973190e-03
1.533497200000000e-01  -4.534056959008133e-03
1.540416000000000e-01  -4.530957528020988e-03
1.547366000000000e-01  -4.540550981888800e-03
1.554347400000000e-01  -4.554931124964112e-03
1.561360200000000e-01  -4.557287046449694e-03
1.568404700000000e-01  -4.546488711577268e-03
1.575481000000000e-01  -4.537546745220911e-03
1.582589300000000e-01  -4.537994833019436e-03
1.589729600000000e-01  -4.540762977532408e-03
1.596902100000000e-01  -4.542029281010598e-03
1.604106900000000e-01  -4.547485063429070e-03
1.611344300000000e-01  -4.555879509583524e-03
1.618614400000000e-01  -4.555168945016927e-03
1.625917200000000e-01  -4.543272465351450e-03
1.633253000000000e-01  -4.535247519511876e-03
1.640621800000000e-01  -4.540447384994316e-03
1.648024000000000e-01  -4.549238494885662e-03
1.655459500000000e-01  -4.551683659262856e-03
1.662928600000000e-01  -4.551681667941466e-03
1.670431300000000e-01  -4.552720388944140e-03
1.677968000000000e-01  -4.548736012893482e-03
1.685538600000000e-01  -4.540173846363682e-03
1.693143400000000e-01  -4.539580103987892e-03
1.700782400000000e-01  -4.549985642773180e-03
1.708456000000000e-01  -4.557301105746142e-03
1.716164200000000e-01  -4.553785748871155e-03
1.723907100000000e-01  -4.548473877755535e-03
1.731685000000000e-01  -4.547290125975842e-03
1.739498000000000e-01  -4.545502580664738e-03
1.747346200000000e-01  -4.544362813373397e-03
1.755229900000000e-01  -4.550714890100688e-03
1.763149100000000e-01  -4.558472099378701e-03
1.771104000000000e-01  -4.555554645164161e-03
1.779094900000000e-01  -4.546700605760194e-03
1.787121700000000e-01  -4.545003792233033e-03
1.795184900000000e-01  -4.548995908564495e-03
1.803284300000000e-01  -4.550930994811036e-03
1.811420400000000e-01  -4.553269088013863e-03
1.819593100000000e-01  -4.556998651005188e-03
1.827802700000000e-01  -4.554019594268472e-03
1.836049300000000e-01  -4.546006420329411e-03
1.844333200000000e-01  -4.545850837680251e-03
1.852654400000000e-01  -4.553207525279624e-03
1.861013200000000e-01  -4.556145792972118e-03
1.869409700000000e-01  -4.554387970710480e-03
1.877844000000000e-01  -4.553830558562555e-03
1.886316400000000e-01  -4.551306352807463e-03
1.894827100000000e-01  -4.547214808227723e-03
1.903376100000000e-01  -4.550469652329050e-03
1.911963700000000e-01  -4.557837368786810e-03
1.920590100000000e-01  -4.557326409619080e-03
1.929255400000000e-01  -4.551992440784172e-03
1.937959800000000e-01  -4.550971860996637e-03
1.946703400000000e-01  -4.551391779040815e-03
1.955486500000000e-01  -4.551607689990782e-03
1.964309200000000e-01  -4.556069454705114e-03
1.973171800000000e-01  -4.558808929767916e-03
1.982074300000000e-01  -4.553409305502363e-03
1.991017000000000e-01  -4.549441204085838e-03
2.000000000000000e-01  -4.552741855089783e-03
