xMean xWidth yMean yStd Obs cdfMean cdfStd
  4.010000E-08   2.000000E-10   1.257596E-02   4.265105E-03   3.485557E-02   1.257596E-02   4.265105E-03
  4.030000E-08   2.000000E-10   1.123042E-02   2.874063E-03   3.435942E-02   2.380638E-02   3.680745E-03
  4.050000E-08   2.000000E-10   1.353573E-02   3.817668E-03   3.378730E-02   3.734211E-02   4.461593E-03
  4.070000E-08   2.000000E-10   8.136753E-03   3.940495E-03   3.329659E-02   4.547886E-02   5.460267E-03
  4.090000E-08   2.000000E-10   8.532474E-03   3.907558E-03   3.279327E-02   5.401134E-02   7.189077E-03
  4.110000E-08   2.000000E-10   7.273777E-03   5.574772E-03   3.244850E-02   6.128512E-02   5.895430E-03
  4.130000E-08   2.000000E-10   6.278735E-03   5.144939E-03   3.195488E-02   6.756385E-02   6.144150E-03
  4.150000E-08   2.000000E-10   8.295579E-03   3.638438E-03   3.148405E-02   7.585943E-02   6.131700E-03
  4.170000E-08   2.000000E-10   5.245064E-03   4.310333E-03   3.102377E-02   8.110449E-02   7.005209E-03
  4.190000E-08   2.000000E-10   6.324664E-03   3.159683E-03   3.062071E-02   8.742916E-02   6.976148E-03
  4.210000E-08   2.000000E-10   5.148380E-03   2.801096E-03   3.024829E-02   9.257754E-02   5.223401E-03
  4.230000E-08   2.000000E-10   4.429162E-03   3.129104E-03   2.993087E-02   9.700670E-02   5.278637E-03
  4.250000E-08   2.000000E-10   4.392070E-03   2.738843E-03   2.951273E-02   1.013988E-01   4.415746E-03
  4.270000E-08   2.000000E-10   2.175254E-03   1.447751E-03   2.915808E-02   1.035740E-01   4.838821E-03
  4.290000E-08   2.000000E-10   3.019967E-03   2.319448E-03   2.881351E-02   1.065940E-01   5.440670E-03
  4.310000E-08   2.000000E-10   2.989226E-03   2.881997E-03   2.848989E-02   1.095832E-01   4.445016E-03
  4.330000E-08   2.000000E-10   1.058074E-03   1.798813E-03   2.808941E-02   1.106413E-01   4.117136E-03
  4.350000E-08   2.000000E-10   2.304994E-03   2.087063E-03   2.778630E-02   1.129463E-01   3.551135E-03
  4.370000E-08   2.000000E-10   1.245443E-03   1.453946E-03   2.751791E-02   1.141917E-01   2.979617E-03
  4.390000E-08   2.000000E-10   8.236947E-04   1.440795E-03   2.717870E-02   1.150154E-01   2.781866E-03
  4.410000E-08   2.000000E-10   6.119564E-04   9.853461E-04   2.692162E-02   1.156274E-01   3.061037E-03
  4.430000E-08   2.000000E-10   1.615121E-03   1.591186E-03   2.666091E-02   1.172425E-01   3.930829E-03
  4.450000E-08   2.000000E-10   1.399835E-03   1.897753E-03   2.636745E-02   1.186423E-01   3.977961E-03
  4.470000E-08   2.000000E-10   1.192616E-03   1.390383E-03   2.615524E-02   1.198350E-01   3.102645E-03
  4.490000E-08   2.000000E-10   9.849663E-04   1.393383E-03   2.586855E-02   1.208199E-01   2.730461E-03
  4.510000E-08   2.000000E-10   7.797361E-04   1.006638E-03   2.561221E-02   1.215997E-01   2.816682E-03
  4.530000E-08   2.000000E-10   1.542814E-03   1.991420E-03   2.540301E-02   1.231425E-01   4.140021E-03
  4.550000E-08   2.000000E-10   9.578107E-04   1.009629E-03   2.520794E-02   1.241003E-01   4.240833E-03
  4.570000E-08   2.000000E-10   1.521160E-03   1.964835E-03   2.499304E-02   1.256214E-01   3.225580E-03
  4.590000E-08   2.000000E-10   1.504238E-03   1.189201E-03   2.465930E-02   1.271257E-01   2.694936E-03
  4.610000E-08   2.000000E-10   1.865099E-03   2.485736E-03   2.443494E-02   1.289908E-01   2.824903E-03
  4.630000E-08   2.000000E-10   1.294480E-03   1.247401E-03   2.420478E-02   1.302853E-01   3.443783E-03
  4.650000E-08   2.000000E-10   1.283598E-03   1.943610E-03   2.390123E-02   1.315689E-01   3.602346E-03
  4.670000E-08   2.000000E-10   5.461812E-04   8.794375E-04   2.373508E-02   1.321150E-01   4.032223E-03
  4.690000E-08   2.000000E-10   2.340175E-03   2.553025E-03   2.346689E-02   1.344552E-01   3.040563E-03
  4.710000E-08   2.000000E-10   1.787893E-03   1.685582E-03   2.330917E-02   1.362431E-01   3.497155E-03
  4.730000E-08   2.000000E-10   2.126275E-03   1.829962E-03   2.306284E-02   1.383694E-01   3.371112E-03
  4.750000E-08   2.000000E-10   1.230585E-03   1.669058E-03   2.283617E-02   1.396000E-01   3.691824E-03
  4.770000E-08   2.000000E-10   1.914923E-03   1.523568E-03   2.270050E-02   1.415149E-01   3.204440E-03
  4.790000E-08   2.000000E-10   3.109667E-03   2.276044E-03   2.250218E-02   1.446246E-01   3.123022E-03
  4.810000E-08   2.000000E-10   2.400303E-03   1.446850E-03   2.232306E-02   1.470249E-01   2.506880E-03
  4.830000E-08   2.000000E-10   2.039473E-03   1.754311E-03   2.213933E-02   1.490643E-01   2.629368E-03
  4.850000E-08   2.000000E-10   3.371810E-03   2.384582E-03   2.194604E-02   1.524361E-01   3.865884E-03
  4.870000E-08   2.000000E-10   4.181534E-03   2.396560E-03   2.174537E-02   1.566177E-01   4.598113E-03
  4.890000E-08   2.000000E-10   3.648647E-03   1.880722E-03   2.160234E-02   1.602663E-01   4.268872E-03
  4.910000E-08   2.000000E-10   4.442687E-03   2.799065E-03   2.142691E-02   1.647090E-01   4.380260E-03
  4.930000E-08   2.000000E-10   2.448413E-03   1.152920E-03   2.123879E-02   1.671574E-01   4.754207E-03
  4.950000E-08   2.000000E-10   4.372569E-03   1.877040E-03   2.100596E-02   1.715300E-01   4.950934E-03
  4.970000E-08   2.000000E-10   3.211038E-03   2.510073E-03   2.088994E-02   1.747410E-01   3.804809E-03
  4.990000E-08   2.000000E-10   3.344916E-03   2.542370E-03   2.072921E-02   1.780859E-01   4.448872E-03
  5.010000E-08   2.000000E-10   3.947748E-03   3.003390E-03   2.051346E-02   1.820337E-01   4.375337E-03
  5.030000E-08   2.000000E-10   3.763130E-03   3.065983E-03   2.040862E-02   1.857968E-01   4.633748E-03
  5.050000E-08   2.000000E-10   4.039757E-03   2.854850E-03   2.023017E-02   1.898366E-01   5.462795E-03
  5.070000E-08   2.000000E-10   5.247395E-03   2.084209E-03   2.010995E-02   1.950840E-01   4.383822E-03
  5.090000E-08   2.000000E-10   4.131417E-03   2.397116E-03   1.996441E-02   1.992154E-01   4.434331E-03
  5.110000E-08   2.000000E-10   3.946278E-03   2.172092E-03   1.983008E-02   2.031617E-01   3.297841E-03
  5.130000E-08   2.000000E-10   3.316336E-03   2.544674E-03   1.973350E-02   2.064780E-01   4.226105E-03
  5.150000E-08   2.000000E-10   3.436567E-03   1.870650E-03   1.960293E-02   2.099146E-01   5.737096E-03
  5.170000E-08   2.000000E-10   5.934727E-03   2.418958E-03   1.951382E-02   2.158493E-01   5.444068E-03
  5.190000E-08   2.000000E-10   2.648794E-03   2.172333E-03   1.939019E-02   2.184981E-01   4.615480E-03
  5.210000E-08   2.000000E-10   3.943354E-03   2.669814E-03   1.928887E-02   2.224414E-01   4.966643E-03
  5.230000E-08   2.000000E-10   3.911892E-03   3.681243E-03   1.915323E-02   2.263533E-01   4.077886E-03
  5.250000E-08   2.000000E-10   3.453122E-03   1.943257E-03   1.909391E-02   2.298065E-01   4.840688E-03
  5.270000E-08   2.000000E-10   3.712204E-03   2.947942E-03   1.892874E-02   2.335187E-01   3.807039E-03
  5.290000E-08   2.000000E-10   3.967459E-03   2.566673E-03   1.877404E-02   2.374861E-01   3.376421E-03
  5.310000E-08   2.000000E-10   4.642354E-03   2.739261E-03   1.860436E-02   2.421285E-01   2.419681E-03
  5.330000E-08   2.000000E-10   3.069655E-03   2.163087E-03   1.842911E-02   2.451981E-01   3.064730E-03
  5.350000E-08   2.000000E-10   3.327119E-03   1.629763E-03   1.830261E-02   2.485253E-01   2.593005E-03
  5.370000E-08   2.000000E-10   2.752006E-03   1.590671E-03   1.812811E-02   2.512773E-01   2.924334E-03
  5.390000E-08   2.000000E-10   2.864583E-03   2.176296E-03   1.793289E-02   2.541418E-01   2.866622E-03
  5.410000E-08   2.000000E-10   2.167686E-03   2.040235E-03   1.783344E-02   2.563095E-01   1.977639E-03
